,img_id,obj_id,"(x, y)",color,shape,size
18682,3113,4,[ 7 19],"(128, 128, 128)",c,5
18683,3113,5,[13 31],"(0, 255, 255)",r,5
18684,3114,0,[46 56],"(0, 0, 255)",c,5
18685,3114,1,[49 28],"(0, 255, 0)",c,5
18686,3114,2,[33 37],"(255, 0, 0)",c,5
18687,3114,3,[58 42],"(0, 156, 255)",c,5
18688,3114,4,[27 52],"(128, 128, 128)",c,5
18689,3114,5,[46 10],"(0, 255, 255)",r,5
18690,3115,0,[42 50],"(0, 0, 255)",c,5
18691,3115,1,[60 59],"(0, 255, 0)",c,5
18692,3115,2,[49 26],"(255, 0, 0)",c,5
18693,3115,3,[54 67],"(0, 156, 255)",c,5
18694,3115,4,[60 15],"(128, 128, 128)",r,5
18695,3115,5,[21 57],"(0, 255, 255)",r,5
18696,3116,0,[48 41],"(0, 0, 255)",r,5
18697,3116,1,[30 62],"(0, 255, 0)",c,5
18698,3116,2,[24 27],"(255, 0, 0)",c,5
18699,3116,3,[36 17],"(0, 156, 255)",r,5
18700,3116,4,[53 13],"(128, 128, 128)",c,5
18701,3116,5,[14 53],"(0, 255, 255)",r,5
18702,3117,0,[36 16],"(0, 0, 255)",c,5
18703,3117,1,[46 35],"(0, 255, 0)",r,5
18704,3117,2,[42 53],"(255, 0, 0)",c,5
18705,3117,3,[28 50],"(0, 156, 255)",r,5
18706,3117,4,[51 14],"(128, 128, 128)",c,5
18707,3117,5,[67 50],"(0, 255, 255)",c,5
18708,3118,0,[13 62],"(0, 0, 255)",c,5
18709,3118,1,[39 51],"(0, 255, 0)",c,5
18710,3118,2,[68 28],"(255, 0, 0)",c,5
18711,3118,3,[10 40],"(0, 156, 255)",c,5
18712,3118,4,[35 31],"(128, 128, 128)",r,5
18713,3118,5,[ 6 12],"(0, 255, 255)",c,5
18714,3119,0,[38 14],"(0, 0, 255)",r,5
18715,3119,1,[ 5 17],"(0, 255, 0)",c,5
18716,3119,2,[64 60],"(255, 0, 0)",c,5
18717,3119,3,[23 30],"(0, 156, 255)",r,5
18718,3119,4,[52 33],"(128, 128, 128)",c,5
18719,3119,5,[13 69],"(0, 255, 255)",r,5
18720,3120,0,[58 13],"(0, 0, 255)",r,5
18721,3120,1,[43 66],"(0, 255, 0)",r,5
18722,3120,2,[57 64],"(255, 0, 0)",r,5
18723,3120,3,[17 29],"(0, 156, 255)",r,5
18724,3120,4,[43 33],"(128, 128, 128)",r,5
18725,3120,5,[47 17],"(0, 255, 255)",r,5
18726,3121,0,[12 46],"(0, 0, 255)",r,5
18727,3121,1,[12 24],"(0, 255, 0)",r,5
18728,3121,2,[27 44],"(255, 0, 0)",r,5
18729,3121,3,[43 63],"(0, 156, 255)",c,5
18730,3121,4,[46 33],"(128, 128, 128)",r,5
18731,3121,5,[67 35],"(0, 255, 255)",r,5
18732,3122,0,[40 55],"(0, 0, 255)",c,5
18733,3122,1,[12 23],"(0, 255, 0)",c,5
18734,3122,2,[15 65],"(255, 0, 0)",c,5
18735,3122,3,[24 26],"(0, 156, 255)",r,5
18736,3122,4,[59 49],"(128, 128, 128)",r,5
18737,3122,5,[ 9 45],"(0, 255, 255)",r,5
18738,3123,0,[53 59],"(0, 0, 255)",r,5
18739,3123,1,[13 40],"(0, 255, 0)",c,5
18740,3123,2,[47 36],"(255, 0, 0)",r,5
18741,3123,3,[23  8],"(0, 156, 255)",c,5
18742,3123,4,[37 16],"(128, 128, 128)",r,5
18743,3123,5,[56 25],"(0, 255, 255)",r,5
18744,3124,0,[63 44],"(0, 0, 255)",r,5
18745,3124,1,[35 26],"(0, 255, 0)",c,5
18746,3124,2,[ 6 69],"(255, 0, 0)",r,5
18747,3124,3,[56 14],"(0, 156, 255)",r,5
18748,3124,4,[57 27],"(128, 128, 128)",c,5
18749,3124,5,[30 45],"(0, 255, 255)",c,5
18750,3125,0,[31 21],"(0, 0, 255)",r,5
18751,3125,1,[60 23],"(0, 255, 0)",r,5
18752,3125,2,[35 43],"(255, 0, 0)",r,5
18753,3125,3,[11 57],"(0, 156, 255)",c,5
18754,3125,4,[69 10],"(128, 128, 128)",r,5
18755,3125,5,[57 35],"(0, 255, 255)",r,5
18756,3126,0,[61 49],"(0, 0, 255)",c,5
18757,3126,1,[60 66],"(0, 255, 0)",r,5
18758,3126,2,[21 45],"(255, 0, 0)",c,5
18759,3126,3,[64 35],"(0, 156, 255)",c,5
18760,3126,4,[ 9 64],"(128, 128, 128)",r,5
18761,3126,5,[23 59],"(0, 255, 255)",c,5
18762,3127,0,[53 31],"(0, 0, 255)",c,5
18763,3127,1,[21 21],"(0, 255, 0)",r,5
18764,3127,2,[54 53],"(255, 0, 0)",r,5
18765,3127,3,[32 30],"(0, 156, 255)",c,5
18766,3127,4,[12 57],"(128, 128, 128)",c,5
18767,3127,5,[25 51],"(0, 255, 255)",r,5
18768,3128,0,[19 61],"(0, 0, 255)",c,5
18769,3128,1,[59 30],"(0, 255, 0)",c,5
18770,3128,2,[35 31],"(255, 0, 0)",r,5
18771,3128,3,[31 11],"(0, 156, 255)",r,5
18772,3128,4,[46 35],"(128, 128, 128)",c,5
18773,3128,5,[58 60],"(0, 255, 255)",c,5
18774,3129,0,[67  7],"(0, 0, 255)",c,5
18775,3129,1,[46 66],"(0, 255, 0)",r,5
18776,3129,2,[43 33],"(255, 0, 0)",r,5
18777,3129,3,[54 57],"(0, 156, 255)",c,5
18778,3129,4,[65 33],"(128, 128, 128)",r,5
18779,3129,5,[40 22],"(0, 255, 255)",r,5
18780,3130,0,[52 29],"(0, 0, 255)",c,5
18781,3130,1,[40 50],"(0, 255, 0)",c,5
18782,3130,2,[58 66],"(255, 0, 0)",c,5
18783,3130,3,[ 5 25],"(0, 156, 255)",c,5
18784,3130,4,[38 33],"(128, 128, 128)",r,5
18785,3130,5,[49  8],"(0, 255, 255)",r,5
18786,3131,0,[ 5 15],"(0, 0, 255)",c,5
18787,3131,1,[31 12],"(0, 255, 0)",c,5
18788,3131,2,[46 48],"(255, 0, 0)",r,5
18789,3131,3,[41 36],"(0, 156, 255)",r,5
18790,3131,4,[13 62],"(128, 128, 128)",r,5
18791,3131,5,[34 56],"(0, 255, 255)",c,5
18792,3132,0,[14 46],"(0, 0, 255)",r,5
18793,3132,1,[ 6 63],"(0, 255, 0)",r,5
18794,3132,2,[55 48],"(255, 0, 0)",r,5
18795,3132,3,[65 48],"(0, 156, 255)",c,5
18796,3132,4,[23 28],"(128, 128, 128)",r,5
18797,3132,5,[61  5],"(0, 255, 255)",c,5
18798,3133,0,[ 8 58],"(0, 0, 255)",r,5
18799,3133,1,[39 29],"(0, 255, 0)",r,5
18800,3133,2,[52 45],"(255, 0, 0)",r,5
18801,3133,3,[14 32],"(0, 156, 255)",c,5
18802,3133,4,[17 17],"(128, 128, 128)",r,5
18803,3133,5,[53 68],"(0, 255, 255)",c,5
18804,3134,0,[48 16],"(0, 0, 255)",r,5
18805,3134,1,[23 17],"(0, 255, 0)",c,5
18806,3134,2,[69 10],"(255, 0, 0)",r,5
18807,3134,3,[68 23],"(0, 156, 255)",c,5
18808,3134,4,[61 42],"(128, 128, 128)",r,5
18809,3134,5,[19 68],"(0, 255, 255)",r,5
18810,3135,0,[14 36],"(0, 0, 255)",c,5
18811,3135,1,[68 57],"(0, 255, 0)",r,5
18812,3135,2,[60 34],"(255, 0, 0)",c,5
18813,3135,3,[47 20],"(0, 156, 255)",c,5
18814,3135,4,[17 62],"(128, 128, 128)",c,5
18815,3135,5,[57  9],"(0, 255, 255)",c,5
18816,3136,0,[48 16],"(0, 0, 255)",r,5
18817,3136,1,[34 29],"(0, 255, 0)",c,5
18818,3136,2,[11 33],"(255, 0, 0)",c,5
18819,3136,3,[60  6],"(0, 156, 255)",c,5
18820,3136,4,[43 56],"(128, 128, 128)",c,5
18821,3136,5,[32 50],"(0, 255, 255)",c,5
18822,3137,0,[32 38],"(0, 0, 255)",c,5
18823,3137,1,[33 18],"(0, 255, 0)",c,5
18824,3137,2,[44 12],"(255, 0, 0)",r,5
18825,3137,3,[32 56],"(0, 156, 255)",c,5
18826,3137,4,[22  6],"(128, 128, 128)",c,5
18827,3137,5,[51 47],"(0, 255, 255)",c,5
18828,3138,0,[23 44],"(0, 0, 255)",r,5
18829,3138,1,[39 67],"(0, 255, 0)",r,5
18830,3138,2,[37 18],"(255, 0, 0)",r,5
18831,3138,3,[59 43],"(0, 156, 255)",r,5
18832,3138,4,[66 16],"(128, 128, 128)",c,5
18833,3138,5,[64 26],"(0, 255, 255)",r,5
18834,3139,0,[14 30],"(0, 0, 255)",r,5
18835,3139,1,[59 56],"(0, 255, 0)",r,5
18836,3139,2,[15 18],"(255, 0, 0)",c,5
18837,3139,3,[56 42],"(0, 156, 255)",c,5
18838,3139,4,[47  6],"(128, 128, 128)",r,5
18839,3139,5,[24 64],"(0, 255, 255)",r,5
18840,3140,0,[52 58],"(0, 0, 255)",c,5
18841,3140,1,[45 46],"(0, 255, 0)",c,5
18842,3140,2,[56 44],"(255, 0, 0)",r,5
18843,3140,3,[30 60],"(0, 156, 255)",c,5
18844,3140,4,[57  6],"(128, 128, 128)",c,5
18845,3140,5,[23 48],"(0, 255, 255)",c,5
18846,3141,0,[49 13],"(0, 0, 255)",r,5
18847,3141,1,[33 44],"(0, 255, 0)",r,5
18848,3141,2,[39 60],"(255, 0, 0)",r,5
18849,3141,3,[16  9],"(0, 156, 255)",c,5
18850,3141,4,[67 59],"(128, 128, 128)",r,5
18851,3141,5,[15 44],"(0, 255, 255)",c,5
18852,3142,0,[29 38],"(0, 0, 255)",r,5
18853,3142,1,[65 56],"(0, 255, 0)",c,5
18854,3142,2,[14 53],"(255, 0, 0)",c,5
18855,3142,3,[14 23],"(0, 156, 255)",c,5
18856,3142,4,[51 41],"(128, 128, 128)",c,5
18857,3142,5,[33 52],"(0, 255, 255)",c,5
18858,3143,0,[44 53],"(0, 0, 255)",r,5
18859,3143,1,[68 28],"(0, 255, 0)",r,5
18860,3143,2,[61 39],"(255, 0, 0)",c,5
18861,3143,3,[33 19],"(0, 156, 255)",r,5
18862,3143,4,[32 31],"(128, 128, 128)",c,5
18863,3143,5,[23 48],"(0, 255, 255)",c,5
18864,3144,0,[15 57],"(0, 0, 255)",c,5
18865,3144,1,[ 7 67],"(0, 255, 0)",c,5
18866,3144,2,[49 69],"(255, 0, 0)",r,5
18867,3144,3,[54  8],"(0, 156, 255)",r,5
18868,3144,4,[39 38],"(128, 128, 128)",r,5
18869,3144,5,[ 5 51],"(0, 255, 255)",c,5
18870,3145,0,[ 5 49],"(0, 0, 255)",r,5
18871,3145,1,[45 29],"(0, 255, 0)",c,5
18872,3145,2,[34 30],"(255, 0, 0)",c,5
18873,3145,3,[33 69],"(0, 156, 255)",r,5
18874,3145,4,[61 32],"(128, 128, 128)",r,5
18875,3145,5,[24 15],"(0, 255, 255)",r,5
18876,3146,0,[25 30],"(0, 0, 255)",r,5
18877,3146,1,[35 29],"(0, 255, 0)",r,5
18878,3146,2,[33 61],"(255, 0, 0)",r,5
18879,3146,3,[10 21],"(0, 156, 255)",c,5
18880,3146,4,[27 15],"(128, 128, 128)",c,5
18881,3146,5,[22 61],"(0, 255, 255)",c,5
18882,3147,0,[30 14],"(0, 0, 255)",c,5
18883,3147,1,[24 57],"(0, 255, 0)",r,5
18884,3147,2,[51 44],"(255, 0, 0)",c,5
18885,3147,3,[17  6],"(0, 156, 255)",c,5
18886,3147,4,[17 23],"(128, 128, 128)",r,5
18887,3147,5,[58 68],"(0, 255, 255)",c,5
18888,3148,0,[12 11],"(0, 0, 255)",r,5
18889,3148,1,[68 34],"(0, 255, 0)",r,5
18890,3148,2,[34 24],"(255, 0, 0)",c,5
18891,3148,3,[25 36],"(0, 156, 255)",r,5
18892,3148,4,[39 43],"(128, 128, 128)",c,5
18893,3148,5,[30 10],"(0, 255, 255)",r,5
18894,3149,0,[21 66],"(0, 0, 255)",r,5
18895,3149,1,[ 5 59],"(0, 255, 0)",r,5
18896,3149,2,[58 54],"(255, 0, 0)",c,5
18897,3149,3,[43 18],"(0, 156, 255)",r,5
18898,3149,4,[58 69],"(128, 128, 128)",c,5
18899,3149,5,[30 39],"(0, 255, 255)",c,5
18900,3150,0,[21 37],"(0, 0, 255)",c,5
18901,3150,1,[ 9 24],"(0, 255, 0)",r,5
18902,3150,2,[44 26],"(255, 0, 0)",r,5
18903,3150,3,[54 32],"(0, 156, 255)",c,5
18904,3150,4,[38 67],"(128, 128, 128)",c,5
18905,3150,5,[52 47],"(0, 255, 255)",c,5
18906,3151,0,[ 6 11],"(0, 0, 255)",c,5
18907,3151,1,[36 32],"(0, 255, 0)",c,5
18908,3151,2,[67 26],"(255, 0, 0)",r,5
18909,3151,3,[50 47],"(0, 156, 255)",r,5
18910,3151,4,[69 44],"(128, 128, 128)",c,5
18911,3151,5,[26 21],"(0, 255, 255)",r,5
18912,3152,0,[31 29],"(0, 0, 255)",c,5
18913,3152,1,[68 21],"(0, 255, 0)",r,5
18914,3152,2,[64 64],"(255, 0, 0)",r,5
18915,3152,3,[21 29],"(0, 156, 255)",r,5
18916,3152,4,[49 14],"(128, 128, 128)",c,5
18917,3152,5,[59  6],"(0, 255, 255)",c,5
18918,3153,0,[11 54],"(0, 0, 255)",c,5
18919,3153,1,[26 17],"(0, 255, 0)",r,5
18920,3153,2,[43 27],"(255, 0, 0)",r,5
18921,3153,3,[69 38],"(0, 156, 255)",c,5
18922,3153,4,[18 24],"(128, 128, 128)",r,5
18923,3153,5,[27 35],"(0, 255, 255)",c,5
18924,3154,0,[25 65],"(0, 0, 255)",c,5
18925,3154,1,[25 39],"(0, 255, 0)",c,5
18926,3154,2,[13 60],"(255, 0, 0)",r,5
18927,3154,3,[10 32],"(0, 156, 255)",c,5
18928,3154,4,[59 20],"(128, 128, 128)",r,5
18929,3154,5,[14  5],"(0, 255, 255)",c,5
18930,3155,0,[48  5],"(0, 0, 255)",r,5
18931,3155,1,[11 69],"(0, 255, 0)",r,5
18932,3155,2,[60 67],"(255, 0, 0)",r,5
18933,3155,3,[ 6 23],"(0, 156, 255)",r,5
18934,3155,4,[21 26],"(128, 128, 128)",c,5
18935,3155,5,[51 47],"(0, 255, 255)",c,5
18936,3156,0,[31 36],"(0, 0, 255)",r,5
18937,3156,1,[11 20],"(0, 255, 0)",c,5
18938,3156,2,[53 67],"(255, 0, 0)",c,5
18939,3156,3,[14 44],"(0, 156, 255)",r,5
18940,3156,4,[55 50],"(128, 128, 128)",r,5
18941,3156,5,[ 7 30],"(0, 255, 255)",r,5
18942,3157,0,[21 12],"(0, 0, 255)",r,5
18943,3157,1,[48 30],"(0, 255, 0)",r,5
18944,3157,2,[22 48],"(255, 0, 0)",r,5
18945,3157,3,[36 25],"(0, 156, 255)",c,5
18946,3157,4,[69 43],"(128, 128, 128)",c,5
18947,3157,5,[ 6 64],"(0, 255, 255)",c,5
18948,3158,0,[16 16],"(0, 0, 255)",c,5
18949,3158,1,[68 50],"(0, 255, 0)",r,5
18950,3158,2,[68 30],"(255, 0, 0)",c,5
18951,3158,3,[ 9 34],"(0, 156, 255)",c,5
18952,3158,4,[45 57],"(128, 128, 128)",r,5
18953,3158,5,[32 53],"(0, 255, 255)",r,5
18954,3159,0,[ 8 41],"(0, 0, 255)",r,5
18955,3159,1,[45 33],"(0, 255, 0)",c,5
18956,3159,2,[15 12],"(255, 0, 0)",c,5
18957,3159,3,[32 42],"(0, 156, 255)",c,5
18958,3159,4,[24 29],"(128, 128, 128)",r,5
18959,3159,5,[57 20],"(0, 255, 255)",r,5
18960,3160,0,[38  5],"(0, 0, 255)",c,5
18961,3160,1,[55 60],"(0, 255, 0)",c,5
18962,3160,2,[54 40],"(255, 0, 0)",c,5
18963,3160,3,[33 16],"(0, 156, 255)",r,5
18964,3160,4,[42 64],"(128, 128, 128)",c,5
18965,3160,5,[13 36],"(0, 255, 255)",r,5
18966,3161,0,[ 5 15],"(0, 0, 255)",r,5
18967,3161,1,[65 31],"(0, 255, 0)",c,5
18968,3161,2,[ 6 47],"(255, 0, 0)",c,5
18969,3161,3,[23 20],"(0, 156, 255)",c,5
18970,3161,4,[65 57],"(128, 128, 128)",r,5
18971,3161,5,[49 67],"(0, 255, 255)",c,5
18972,3162,0,[52 37],"(0, 0, 255)",r,5
18973,3162,1,[46  5],"(0, 255, 0)",c,5
18974,3162,2,[61 57],"(255, 0, 0)",c,5
18975,3162,3,[21 28],"(0, 156, 255)",r,5
18976,3162,4,[ 6 20],"(128, 128, 128)",r,5
18977,3162,5,[36 13],"(0, 255, 255)",r,5
18978,3163,0,[ 5 35],"(0, 0, 255)",c,5
18979,3163,1,[33 69],"(0, 255, 0)",r,5
18980,3163,2,[56 48],"(255, 0, 0)",c,5
18981,3163,3,[20 65],"(0, 156, 255)",r,5
18982,3163,4,[47 16],"(128, 128, 128)",c,5
18983,3163,5,[48 26],"(0, 255, 255)",c,5
18984,3164,0,[28 51],"(0, 0, 255)",c,5
18985,3164,1,[15 15],"(0, 255, 0)",r,5
18986,3164,2,[66  8],"(255, 0, 0)",r,5
18987,3164,3,[26  6],"(0, 156, 255)",r,5
18988,3164,4,[ 5 58],"(128, 128, 128)",c,5
18989,3164,5,[13 31],"(0, 255, 255)",c,5
18990,3165,0,[30 57],"(0, 0, 255)",r,5
18991,3165,1,[53 55],"(0, 255, 0)",r,5
18992,3165,2,[32 37],"(255, 0, 0)",r,5
18993,3165,3,[43 20],"(0, 156, 255)",c,5
18994,3165,4,[60 22],"(128, 128, 128)",r,5
18995,3165,5,[10 29],"(0, 255, 255)",r,5
18996,3166,0,[24 30],"(0, 0, 255)",r,5
18997,3166,1,[68 28],"(0, 255, 0)",c,5
18998,3166,2,[31 19],"(255, 0, 0)",c,5
18999,3166,3,[10 55],"(0, 156, 255)",r,5
19000,3166,4,[11  9],"(128, 128, 128)",c,5
19001,3166,5,[44 52],"(0, 255, 255)",r,5
19002,3167,0,[43 48],"(0, 0, 255)",r,5
19003,3167,1,[40 66],"(0, 255, 0)",c,5
19004,3167,2,[65 47],"(255, 0, 0)",r,5
19005,3167,3,[60 10],"(0, 156, 255)",c,5
19006,3167,4,[17 32],"(128, 128, 128)",c,5
19007,3167,5,[22 49],"(0, 255, 255)",c,5
19008,3168,0,[24 50],"(0, 0, 255)",r,5
19009,3168,1,[ 9 24],"(0, 255, 0)",r,5
19010,3168,2,[ 7 51],"(255, 0, 0)",c,5
19011,3168,3,[51 18],"(0, 156, 255)",r,5
19012,3168,4,[21 64],"(128, 128, 128)",r,5
19013,3168,5,[21 17],"(0, 255, 255)",r,5
19014,3169,0,[60 27],"(0, 0, 255)",c,5
19015,3169,1,[29 55],"(0, 255, 0)",r,5
19016,3169,2,[11 61],"(255, 0, 0)",r,5
19017,3169,3,[46  9],"(0, 156, 255)",r,5
19018,3169,4,[10 40],"(128, 128, 128)",c,5
19019,3169,5,[43 21],"(0, 255, 255)",r,5
19020,3170,0,[32 49],"(0, 0, 255)",c,5
19021,3170,1,[47  7],"(0, 255, 0)",r,5
19022,3170,2,[47 41],"(255, 0, 0)",c,5
19023,3170,3,[66 24],"(0, 156, 255)",r,5
19024,3170,4,[56 49],"(128, 128, 128)",c,5
19025,3170,5,[51 61],"(0, 255, 255)",r,5
19026,3171,0,[48  8],"(0, 0, 255)",r,5
19027,3171,1,[50 25],"(0, 255, 0)",r,5
19028,3171,2,[61 57],"(255, 0, 0)",r,5
19029,3171,3,[46 39],"(0, 156, 255)",r,5
19030,3171,4,[12 21],"(128, 128, 128)",r,5
19031,3171,5,[29 39],"(0, 255, 255)",c,5
19032,3172,0,[39 52],"(0, 0, 255)",c,5
19033,3172,1,[29 27],"(0, 255, 0)",c,5
19034,3172,2,[19 40],"(255, 0, 0)",r,5
19035,3172,3,[ 5 26],"(0, 156, 255)",r,5
19036,3172,4,[54 43],"(128, 128, 128)",c,5
19037,3172,5,[69 33],"(0, 255, 255)",c,5
19038,3173,0,[32 13],"(0, 0, 255)",r,5
19039,3173,1,[56 29],"(0, 255, 0)",c,5
19040,3173,2,[10 39],"(255, 0, 0)",r,5
19041,3173,3,[18 46],"(0, 156, 255)",c,5
19042,3173,4,[66 13],"(128, 128, 128)",c,5
19043,3173,5,[ 7 63],"(0, 255, 255)",c,5
19044,3174,0,[29 28],"(0, 0, 255)",r,5
19045,3174,1,[ 6 54],"(0, 255, 0)",r,5
19046,3174,2,[65  5],"(255, 0, 0)",r,5
19047,3174,3,[51 23],"(0, 156, 255)",c,5
19048,3174,4,[48 64],"(128, 128, 128)",r,5
19049,3174,5,[12 64],"(0, 255, 255)",c,5
19050,3175,0,[19 15],"(0, 0, 255)",r,5
19051,3175,1,[32 53],"(0, 255, 0)",r,5
19052,3175,2,[33 11],"(255, 0, 0)",c,5
19053,3175,3,[13 51],"(0, 156, 255)",c,5
19054,3175,4,[61 54],"(128, 128, 128)",c,5
19055,3175,5,[66 64],"(0, 255, 255)",c,5
19056,3176,0,[23 69],"(0, 0, 255)",c,5
19057,3176,1,[ 5 27],"(0, 255, 0)",r,5
19058,3176,2,[49 38],"(255, 0, 0)",r,5
19059,3176,3,[42 67],"(0, 156, 255)",r,5
19060,3176,4,[19 25],"(128, 128, 128)",c,5
19061,3176,5,[65 11],"(0, 255, 255)",c,5
19062,3177,0,[46 42],"(0, 0, 255)",c,5
19063,3177,1,[63 21],"(0, 255, 0)",c,5
19064,3177,2,[43 64],"(255, 0, 0)",c,5
19065,3177,3,[37 20],"(0, 156, 255)",c,5
19066,3177,4,[28 55],"(128, 128, 128)",r,5
19067,3177,5,[53 67],"(0, 255, 255)",c,5
19068,3178,0,[ 8 19],"(0, 0, 255)",c,5
19069,3178,1,[31 55],"(0, 255, 0)",c,5
19070,3178,2,[32 19],"(255, 0, 0)",c,5
19071,3178,3,[38 34],"(0, 156, 255)",c,5
19072,3178,4,[52 14],"(128, 128, 128)",r,5
19073,3178,5,[ 8 60],"(0, 255, 255)",r,5
19074,3179,0,[24 49],"(0, 0, 255)",c,5
19075,3179,1,[60 61],"(0, 255, 0)",r,5
19076,3179,2,[67  6],"(255, 0, 0)",c,5
19077,3179,3,[33 28],"(0, 156, 255)",r,5
19078,3179,4,[52 27],"(128, 128, 128)",c,5
19079,3179,5,[60 36],"(0, 255, 255)",c,5
19080,3180,0,[47 64],"(0, 0, 255)",r,5
19081,3180,1,[42 13],"(0, 255, 0)",r,5
19082,3180,2,[40 33],"(255, 0, 0)",c,5
19083,3180,3,[29 58],"(0, 156, 255)",r,5
19084,3180,4,[18 56],"(128, 128, 128)",r,5
19085,3180,5,[11 25],"(0, 255, 255)",r,5
19086,3181,0,[24 12],"(0, 0, 255)",r,5
19087,3181,1,[26 58],"(0, 255, 0)",r,5
19088,3181,2,[35 18],"(255, 0, 0)",c,5
19089,3181,3,[40 30],"(0, 156, 255)",c,5
19090,3181,4,[15 36],"(128, 128, 128)",c,5
19091,3181,5,[41  6],"(0, 255, 255)",r,5
19092,3182,0,[65 32],"(0, 0, 255)",r,5
19093,3182,1,[44 34],"(0, 255, 0)",r,5
19094,3182,2,[ 6 45],"(255, 0, 0)",r,5
19095,3182,3,[36  6],"(0, 156, 255)",r,5
19096,3182,4,[13 54],"(128, 128, 128)",c,5
19097,3182,5,[ 6 66],"(0, 255, 255)",r,5
19098,3183,0,[65 47],"(0, 0, 255)",r,5
19099,3183,1,[32 67],"(0, 255, 0)",c,5
19100,3183,2,[51 26],"(255, 0, 0)",r,5
19101,3183,3,[51 14],"(0, 156, 255)",c,5
19102,3183,4,[25 44],"(128, 128, 128)",c,5
19103,3183,5,[63 66],"(0, 255, 255)",r,5
19104,3184,0,[29 16],"(0, 0, 255)",c,5
19105,3184,1,[56  8],"(0, 255, 0)",r,5
19106,3184,2,[18 40],"(255, 0, 0)",r,5
19107,3184,3,[59 34],"(0, 156, 255)",c,5
19108,3184,4,[ 9 11],"(128, 128, 128)",r,5
19109,3184,5,[59 69],"(0, 255, 255)",r,5
19110,3185,0,[34 57],"(0, 0, 255)",c,5
19111,3185,1,[17 62],"(0, 255, 0)",c,5
19112,3185,2,[29 47],"(255, 0, 0)",c,5
19113,3185,3,[21 21],"(0, 156, 255)",c,5
19114,3185,4,[12 14],"(128, 128, 128)",c,5
19115,3185,5,[31 68],"(0, 255, 255)",r,5
19116,3186,0,[56 28],"(0, 0, 255)",r,5
19117,3186,1,[51 15],"(0, 255, 0)",c,5
19118,3186,2,[52 45],"(255, 0, 0)",r,5
19119,3186,3,[56 69],"(0, 156, 255)",r,5
19120,3186,4,[39 65],"(128, 128, 128)",r,5
19121,3186,5,[21 47],"(0, 255, 255)",c,5
19122,3187,0,[66 67],"(0, 0, 255)",c,5
19123,3187,1,[62 49],"(0, 255, 0)",c,5
19124,3187,2,[ 5 26],"(255, 0, 0)",c,5
19125,3187,3,[24 24],"(0, 156, 255)",r,5
19126,3187,4,[15 10],"(128, 128, 128)",c,5
19127,3187,5,[19 58],"(0, 255, 255)",c,5
19128,3188,0,[15 34],"(0, 0, 255)",r,5
19129,3188,1,[57 21],"(0, 255, 0)",c,5
19130,3188,2,[59 69],"(255, 0, 0)",c,5
19131,3188,3,[42 64],"(0, 156, 255)",r,5
19132,3188,4,[35 40],"(128, 128, 128)",r,5
19133,3188,5,[25 53],"(0, 255, 255)",c,5
19134,3189,0,[57 37],"(0, 0, 255)",c,5
19135,3189,1,[19 25],"(0, 255, 0)",r,5
19136,3189,2,[14 62],"(255, 0, 0)",c,5
19137,3189,3,[15 13],"(0, 156, 255)",r,5
19138,3189,4,[60 59],"(128, 128, 128)",c,5
19139,3189,5,[53 11],"(0, 255, 255)",c,5
19140,3190,0,[ 5 35],"(0, 0, 255)",r,5
19141,3190,1,[30 22],"(0, 255, 0)",r,5
19142,3190,2,[63 29],"(255, 0, 0)",r,5
19143,3190,3,[7 6],"(0, 156, 255)",c,5
19144,3190,4,[22 59],"(128, 128, 128)",c,5
19145,3190,5,[40 34],"(0, 255, 255)",r,5
19146,3191,0,[39 30],"(0, 0, 255)",c,5
19147,3191,1,[38  5],"(0, 255, 0)",c,5
19148,3191,2,[61 51],"(255, 0, 0)",c,5
19149,3191,3,[60  5],"(0, 156, 255)",r,5
19150,3191,4,[33 38],"(128, 128, 128)",c,5
19151,3191,5,[48 53],"(0, 255, 255)",c,5
19152,3192,0,[44 20],"(0, 0, 255)",r,5
19153,3192,1,[60 32],"(0, 255, 0)",c,5
19154,3192,2,[56 66],"(255, 0, 0)",c,5
19155,3192,3,[69 20],"(0, 156, 255)",r,5
19156,3192,4,[11 61],"(128, 128, 128)",c,5
19157,3192,5,[35 53],"(0, 255, 255)",r,5
19158,3193,0,[27  8],"(0, 0, 255)",c,5
19159,3193,1,[37  9],"(0, 255, 0)",r,5
19160,3193,2,[10 54],"(255, 0, 0)",c,5
19161,3193,3,[51 24],"(0, 156, 255)",r,5
19162,3193,4,[22 37],"(128, 128, 128)",r,5
19163,3193,5,[57 11],"(0, 255, 255)",r,5
19164,3194,0,[49 27],"(0, 0, 255)",c,5
19165,3194,1,[15  5],"(0, 255, 0)",c,5
19166,3194,2,[26 25],"(255, 0, 0)",c,5
19167,3194,3,[16 67],"(0, 156, 255)",c,5
19168,3194,4,[30 49],"(128, 128, 128)",c,5
19169,3194,5,[ 7 40],"(0, 255, 255)",c,5
19170,3195,0,[61 66],"(0, 0, 255)",c,5
19171,3195,1,[30 43],"(0, 255, 0)",r,5
19172,3195,2,[69 41],"(255, 0, 0)",c,5
19173,3195,3,[60 24],"(0, 156, 255)",r,5
19174,3195,4,[55 35],"(128, 128, 128)",r,5
19175,3195,5,[66 53],"(0, 255, 255)",c,5
19176,3196,0,[64 32],"(0, 0, 255)",c,5
19177,3196,1,[40 62],"(0, 255, 0)",r,5
